ticker,date,adj_close
DLTR,2021-03-08,71.9254541555983
DLTR,2021-03-09,72.75308366533707
DLTR,2021-03-10,73.79770668881751
DLTR,2021-03-11,71.65642727661215
DLTR,2021-03-12,70.27469841641269
DLTR,2021-03-15,70.427026277687
DLTR,2021-03-16,70.11055265383985
DLTR,2021-03-17,70.11041121543556
DLTR,2021-03-18,69.23082991003422
DLTR,2021-03-19,70.16135939182608
DLTR,2021-03-22,70.99746382437945
DLTR,2021-03-23,71.08553337125656
DLTR,2021-03-24,72.3052628911301
DLTR,2021-03-25,72.8303899952868
DLTR,2021-03-26,71.90985851490866
DLTR,2021-03-29,72.3255882301969
DLTR,2021-03-30,71.30339340502456
DLTR,2021-03-31,72.26076656468895
DLTR,2021-04-01,72.22471648734052
DLTR,2021-04-02,72.04249818951881
DLTR,2021-04-05,71.32467083201753
DLTR,2021-04-06,72.65046237811742
DLTR,2021-04-07,72.50022541886172
DLTR,2021-04-08,72.0525425203165
DLTR,2021-04-09,71.68997389165584
DLTR,2021-04-12,72.28031485934788
DLTR,2021-04-13,72.69460111859846
DLTR,2021-04-14,73.16282625740723
DLTR,2021-04-15,73.6539181968382
DLTR,2021-04-16,76.03844273440194
DLTR,2021-04-19,75.5939048708391
DLTR,2021-04-20,75.03196692507362
DLTR,2021-04-21,74.13484039034856
DLTR,2021-04-22,74.83835714309174
DLTR,2021-04-23,76.12442320708703
DLTR,2021-04-26,76.01334154554044
DLTR,2021-04-27,75.07439836240107
DLTR,2021-04-28,74.16470549355486
DLTR,2021-04-29,74.90701200750699
DLTR,2021-04-30,75.76086299741335
DLTR,2021-05-03,76.39705075477566
DLTR,2021-05-04,75.6535053341814
DLTR,2021-05-05,75.93587597891022
DLTR,2021-05-06,76.08776953487609
DLTR,2021-05-07,76.35638439047715
DLTR,2021-05-10,77.37356074764381
DLTR,2021-05-11,77.65240989447103
DLTR,2021-05-12,78.46261211118328
DLTR,2021-05-13,78.5617642189532
DLTR,2021-05-14,78.92211061047307
DLTR,2021-05-17,79.68918012592647
DLTR,2021-05-18,77.96730913195765
DLTR,2021-05-19,77.61294239104586
DLTR,2021-05-20,77.08474054084438
DLTR,2021-05-21,76.36529572844263
DLTR,2021-05-24,76.06921726164002
DLTR,2021-05-25,77.79401979692078
DLTR,2021-05-26,76.80312105754456
DLTR,2021-05-27,77.93782383308529
DLTR,2021-05-28,75.98992017213031
DLTR,2021-05-31,75.62719935174144
DLTR,2021-06-01,75.83073452907642
DLTR,2021-06-02,76.51649726247351
DLTR,2021-06-03,77.35193488647491
DLTR,2021-06-04,78.29177702538978
DLTR,2021-06-07,77.90181538565156
DLTR,2021-06-08,77.38102017956727
DLTR,2021-06-09,78.39623116932928
DLTR,2021-06-10,78.19086715596494
DLTR,2021-06-11,76.71420957514198
DLTR,2021-06-14,75.4292996348774
DLTR,2021-06-15,74.40785233007429
DLTR,2021-06-16,74.98134424157475
DLTR,2021-06-17,75.16027867481264
DLTR,2021-06-18,75.9575248189705
DLTR,2021-06-21,75.48971839785406
DLTR,2021-06-22,75.68811257696748
DLTR,2021-06-23,76.41728094759677
DLTR,2021-06-24,76.08179394629414
DLTR,2021-06-25,76.6220985873349
DLTR,2021-06-28,75.88048179127289
DLTR,2021-06-29,75.48622139981772
DLTR,2021-06-30,75.07285368742181
DLTR,2021-07-01,73.7449954796398
DLTR,2021-07-02,74.30210847942332
DLTR,2021-07-05,73.79752025250961
DLTR,2021-07-06,73.8298001572704
DLTR,2021-07-07,74.38065905360921
DLTR,2021-07-08,74.89745346578897
DLTR,2021-07-09,75.66371258269719
DLTR,2021-07-12,75.57085184994052
DLTR,2021-07-13,75.10990935248573
DLTR,2021-07-14,75.03887241590002
DLTR,2021-07-15,73.15839703431303
DLTR,2021-07-16,71.58866020140908
DLTR,2021-07-19,70.18620296999882
DLTR,2021-07-20,69.15385499694294
DLTR,2021-07-21,69.5858323942874
DLTR,2021-07-22,68.65810114564361
DLTR,2021-07-23,68.28580682765906
DLTR,2021-07-26,69.6336610678807
DLTR,2021-07-27,69.27895001397384
DLTR,2021-07-28,70.06268431451271
DLTR,2021-07-29,69.09902357381664
DLTR,2021-07-30,68.90336530989944
DLTR,2021-08-02,67.93869540069744
DLTR,2021-08-03,67.61017810143207
DLTR,2021-08-04,68.47928138846108
DLTR,2021-08-05,66.72211628919082
DLTR,2021-08-06,67.17358179121473
DLTR,2021-08-09,67.4299184655818
DLTR,2021-08-10,66.84582369916374
DLTR,2021-08-11,65.41259122918991
DLTR,2021-08-12,65.49971704705197
DLTR,2021-08-13,64.99586763698139
DLTR,2021-08-16,65.2389614874229
DLTR,2021-08-17,65.27665539699808
DLTR,2021-08-18,66.86135609151145
DLTR,2021-08-19,66.63801680291962
DLTR,2021-08-20,65.63161866045412
DLTR,2021-08-23,65.8245188167477
DLTR,2021-08-24,66.0581925844077
DLTR,2021-08-25,67.42148925160731
DLTR,2021-08-26,68.28291128227511
DLTR,2021-08-27,68.66550493316244
DLTR,2021-08-30,70.18984778783194
DLTR,2021-08-31,68.9558087821981
DLTR,2021-09-01,68.31132896898751
DLTR,2021-09-02,67.37897229200823
DLTR,2021-09-03,67.00184227619145
DLTR,2021-09-06,65.63498511492472
DLTR,2021-09-07,66.27671570530185
DLTR,2021-09-08,66.07236202644496
DLTR,2021-09-09,64.63118542753428
DLTR,2021-09-10,63.66277202518342
DLTR,2021-09-13,63.97807512714411
DLTR,2021-09-14,64.79839551382793
DLTR,2021-09-15,66.75536948352422
DLTR,2021-09-16,69.68979780903248
DLTR,2021-09-17,70.14042190271215
DLTR,2021-09-20,69.11685768977006
DLTR,2021-09-21,66.92373181359285
DLTR,2021-09-22,67.2092064981861
DLTR,2021-09-23,66.40645191062706
DLTR,2021-09-24,66.00931749474692
DLTR,2021-09-27,65.41975844492075
DLTR,2021-09-28,65.29795579782288
DLTR,2021-09-29,66.3583752366422
DLTR,2021-09-30,66.53128714698508
DLTR,2021-10-01,66.38960727035378
DLTR,2021-10-04,65.37485498339876
DLTR,2021-10-05,63.748966377346335
DLTR,2021-10-06,63.29987922077237
DLTR,2021-10-07,63.264637756012796
DLTR,2021-10-08,64.95816559886156
DLTR,2021-10-11,65.10134104934849
DLTR,2021-10-12,66.07728128565756
DLTR,2021-10-13,65.59891917033855
DLTR,2021-10-14,64.44935344481233
DLTR,2021-10-15,63.532448513304125
DLTR,2021-10-18,62.85720081134809
DLTR,2021-10-19,64.87975985243922
DLTR,2021-10-20,64.09660923499126
DLTR,2021-10-21,64.91879810989472
DLTR,2021-10-22,64.05577360168967
DLTR,2021-10-25,64.96687699518183
DLTR,2021-10-26,65.35825464539327
DLTR,2021-10-27,65.22103051502077
DLTR,2021-10-28,65.1974571632353
DLTR,2021-10-29,64.57339913666954
DLTR,2021-11-01,65.02160846110483
DLTR,2021-11-02,64.59410749749527
DLTR,2021-11-03,63.42275236755468
DLTR,2021-11-04,62.22285328088756
DLTR,2021-11-05,62.39949268444494
DLTR,2021-11-08,63.89310995715285
DLTR,2021-11-09,64.0624186610162
DLTR,2021-11-10,63.964430393934045
DLTR,2021-11-11,64.25466209470314
DLTR,2021-11-12,65.52947626935381
DLTR,2021-11-15,65.76149894467666
DLTR,2021-11-16,65.37259145956065
DLTR,2021-11-17,66.47374900561158
DLTR,2021-11-18,66.91788316098554
DLTR,2021-11-19,68.47615573231836
DLTR,2021-11-22,68.68148261913241
DLTR,2021-11-23,67.43717776199054
DLTR,2021-11-24,66.07006512953754
DLTR,2021-11-25,67.7227363859203
DLTR,2021-11-26,69.4906374584076
DLTR,2021-11-29,69.3208865492666
DLTR,2021-11-30,68.93977349867014
DLTR,2021-12-01,70.46828301936632
DLTR,2021-12-02,69.31572596355704
DLTR,2021-12-03,68.40277510217595
DLTR,2021-12-06,69.07995586676627
DLTR,2021-12-07,68.68833628865386
DLTR,2021-12-08,68.70023118517061
DLTR,2021-12-09,68.54897776925378
DLTR,2021-12-10,68.91322086731235
DLTR,2021-12-13,70.38536079816089
DLTR,2021-12-14,70.49859490868764
DLTR,2021-12-15,71.19717125941303
DLTR,2021-12-16,69.02547373940223
DLTR,2021-12-17,68.99228794624128
DLTR,2021-12-20,68.13689023403235
DLTR,2021-12-21,66.90823248088252
DLTR,2021-12-22,66.04362519820114
DLTR,2021-12-23,65.72913525518702
DLTR,2021-12-24,66.64858977030714
DLTR,2021-12-27,65.33921885596551
DLTR,2021-12-28,65.38557522765718
DLTR,2021-12-29,64.92705616787163
DLTR,2021-12-30,64.6241651908785
DLTR,2021-12-31,65.61235704241018
DLTR,2022-01-03,66.1583654644118
